,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Price,Arrival_Hour,Arrival_Day,Arrival_Min,Dep_Hour,Dep_Day,Dep_Min,Journey_Day,Journey_Month,Journey_Year,Journey_DOW,Dep_HourOfDay
2947,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,465,1,14848,19,18,15,11,6,30,6,3,2019,2,Morning
2948,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → GAU → BLR,435,1,9358,17,18,35,10,5,20,5,12,2019,3,Morning
2949,Air India,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,1350,1,8366,7,7,55,9,5,25,5,6,2019,2,Morning
2950,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,465,1,15342,19,18,15,11,3,30,3,6,2019,0,Morning
2951,Jet Airways,2019-03-21,Mumbai,Hyderabad,BOM → HYD,80,0,5678,4,18,25,3,21,5,21,3,2019,3,late night
2952,IndiGo,2019-06-05,Kolkata,Banglore,CCU → BLR,155,0,4804,0,7,50,22,5,15,5,6,2019,2,Night
2953,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,475,1,14571,16,18,20,8,24,25,24,5,2019,4,Early Morning
2954,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,740,1,12681,20,18,45,8,4,25,4,1,2019,4,Early Morning
2955,Jet Airways,2019-06-03,Banglore,Delhi,BLR → BOM → DEL,780,1,17261,10,7,25,21,3,25,3,6,2019,0,Night
2956,Vistara,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1065,1,9922,10,10,45,17,6,0,6,9,2019,4,Evening
2957,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,1025,1,10844,12,19,0,18,18,55,18,5,2019,5,Evening
2958,SpiceJet,2019-04-21,Banglore,Delhi,BLR → DEL,160,0,4423,8,18,35,5,21,55,21,4,2019,6,Early Morning
2959,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,165,0,3419,4,18,15,1,24,30,24,5,2019,4,late night
2960,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,335,1,14714,4,25,25,22,24,50,24,6,2019,0,Night
2961,Jet Airways,2019-09-03,Banglore,Delhi,BLR → BOM → DEL,340,1,11087,11,18,25,5,3,45,3,9,2019,1,Early Morning
2962,IndiGo,2019-06-27,Delhi,Cochin,DEL → BOM → COK,570,1,6316,1,28,30,16,27,0,27,6,2019,3,Noon
2963,SpiceJet,2019-05-27,Chennai,Kolkata,MAA → CCU,135,0,3543,12,18,0,9,27,45,27,5,2019,0,Morning
2964,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1025,1,14571,12,7,0,18,6,55,6,6,2019,3,Evening
2965,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,505,1,14676,18,18,0,9,6,35,6,9,2019,4,Morning
2966,Jet Airways,2019-06-03,Banglore,Delhi,BLR → BOM → DEL,995,1,17261,9,7,30,16,3,55,3,6,2019,0,Noon
2967,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,910,1,13941,23,18,35,8,15,25,15,5,2019,2,Early Morning
2968,Air India,2019-03-03,Delhi,Cochin,DEL → BLR → COK,1565,1,13348,8,4,15,6,3,10,3,3,2019,6,Early Morning
2969,Jet Airways,2019-06-18,Banglore,Delhi,BLR → DEL,175,0,8016,14,18,5,11,18,10,18,6,2019,1,Morning
2970,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,330,1,12898,12,18,35,7,27,5,27,5,2019,0,Early Morning
2971,Jet Airways,2019-09-04,Banglore,Delhi,BLR → DEL,185,0,7229,22,18,0,18,4,55,4,9,2019,2,Evening
2972,SpiceJet,2019-06-27,Mumbai,Hyderabad,BOM → HYD,90,0,2017,7,18,15,5,27,45,27,6,2019,3,Early Morning
2973,Jet Airways,2019-06-03,Banglore,Delhi,BLR → BOM → DEL,670,1,16736,19,18,10,8,3,0,3,6,2019,0,Early Morning
2974,SpiceJet,2019-06-18,Kolkata,Banglore,CCU → BLR,150,0,3873,19,18,40,17,18,10,18,6,2019,1,Evening
2975,IndiGo,2019-09-05,Delhi,Cochin,DEL → HYD → COK,490,1,6704,22,18,30,14,5,20,5,9,2019,3,Noon
2976,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1495,1,10844,19,7,50,18,6,55,6,6,2019,3,Evening
2977,Vistara,2019-09-03,Banglore,Delhi,BLR → DEL,160,0,7450,22,18,20,19,3,40,3,9,2019,1,Evening
2978,Jet Airways,2019-06-03,Banglore,Delhi,BLR → BOM → DEL,730,1,16736,5,7,5,16,3,55,3,6,2019,0,Noon
2979,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1295,1,10262,12,16,35,15,15,0,15,6,2019,5,Noon
2980,Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,2065,2,10991,16,2,15,5,5,50,5,1,2019,5,Early Morning
2981,SpiceJet,2019-06-06,Banglore,Delhi,BLR → DEL,175,0,3311,0,7,5,21,6,10,6,6,2019,3,Night
2982,IndiGo,2019-05-24,Delhi,Cochin,DEL → BOM → COK,895,1,7081,1,25,30,10,24,35,24,5,2019,4,Morning
2983,IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,180,0,3943,0,28,15,21,27,15,27,4,2019,5,Night
2984,Air India,2019-05-21,Delhi,Cochin,DEL → BOM → COK,375,1,8372,19,18,15,13,21,0,21,5,2019,1,Noon
2985,Air India,2019-09-03,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,11701,19,10,15,19,3,45,3,9,2019,1,Evening
2986,Jet Airways,2019-03-06,Banglore,Delhi,BLR → DEL,175,0,5769,18,18,10,15,6,15,6,3,2019,2,Noon
2987,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → IDR → BOM → COK,625,2,15965,1,13,30,15,6,5,6,12,2019,4,Noon
2988,SpiceJet,2019-12-06,Banglore,Delhi,BLR → DEL,170,0,4423,12,18,20,9,6,30,6,12,2019,4,Morning
2989,Jet Airways,2019-03-15,Banglore,Delhi,BLR → MAA → DEL,280,1,6136,14,18,25,9,15,45,15,3,2019,4,Morning
2990,Jet Airways,2019-12-03,Banglore,Delhi,BLR → BOM → DEL,365,1,11087,23,18,0,16,3,55,3,12,2019,1,Noon
2991,IndiGo,2019-03-06,Chennai,Kolkata,MAA → CCU,145,0,3540,7,18,40,5,6,15,6,3,2019,2,Early Morning
2992,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,865,1,12898,4,22,25,14,21,0,21,5,2019,1,Noon
2993,IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,165,0,4591,8,18,50,6,18,5,18,4,2019,3,Early Morning
2994,Air India,2019-03-24,Delhi,Cochin,DEL → BOM → COK,1660,1,8635,7,25,40,4,24,0,24,3,2019,6,late night
2995,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,600,1,14714,19,18,0,9,27,0,27,6,2019,3,Morning
2996,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,1365,1,14151,19,19,10,20,18,25,18,5,2019,5,Evening
2997,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,860,1,8835,19,18,15,4,6,55,6,1,2019,6,late night
2998,Air India,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,925,1,11936,8,22,55,17,21,30,21,5,2019,1,Evening
2999,Jet Airways,2019-09-06,Delhi,Cochin,DEL → LKO → BOM → COK,900,2,13882,12,10,35,21,6,35,6,9,2019,4,Night
3000,Air India,2019-01-04,Delhi,Cochin,DEL → MAA → COK,965,1,5117,9,2,25,17,4,20,4,1,2019,4,Evening
3001,Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,175,0,4544,18,18,10,15,24,15,24,5,2019,4,Noon
3002,IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,940,1,6442,22,18,30,6,15,50,15,5,2019,2,Early Morning
3003,Air India,2019-09-05,Delhi,Cochin,DEL → GOI → BOM → COK,1275,2,10441,19,10,15,22,5,0,5,9,2019,3,Night
3004,IndiGo,2019-05-21,Mumbai,Hyderabad,BOM → HYD,95,0,2227,21,18,40,20,21,5,21,5,2019,1,Evening
3005,Jet Airways,2019-04-15,Banglore,Delhi,BLR → DEL,165,0,7229,8,18,45,6,15,0,15,4,2019,0,Early Morning
3006,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,360,1,10262,19,18,0,13,6,0,6,1,2019,6,Noon
3007,Jet Airways,2019-12-03,Banglore,Delhi,BLR → BOM → DEL,800,1,13817,21,18,20,8,3,0,3,12,2019,1,Early Morning
3008,SpiceJet,2019-05-21,Delhi,Cochin,DEL → BLR → COK,295,1,5975,22,18,50,17,21,55,21,5,2019,1,Evening
3009,IndiGo,2019-03-21,Kolkata,Banglore,CCU → BLR,160,0,4148,0,22,5,21,21,25,21,3,2019,3,Night
3010,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,570,1,13587,21,18,0,11,6,30,6,6,2019,3,Morning
3011,Jet Airways,2019-03-21,Mumbai,Hyderabad,BOM → HYD,80,0,2759,4,18,25,3,21,5,21,3,2019,3,late night
3012,Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,180,0,7229,22,18,50,19,15,50,15,5,2019,2,Evening
3013,Air India,2019-09-05,Delhi,Cochin,DEL → HYD → BOM → COK,1475,2,13547,7,10,40,7,5,5,5,9,2019,3,Early Morning
3014,SpiceJet,2019-06-21,Kolkata,Banglore,CCU → BLR,155,0,3873,9,18,30,6,21,55,21,6,2019,4,Early Morning
3015,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,730,1,14388,4,22,40,16,21,30,21,5,2019,1,Noon
3016,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,910,1,13731,10,25,5,18,24,55,24,5,2019,4,Evening
3017,SpiceJet,2019-03-27,Kolkata,Banglore,CCU → BLR,160,0,3815,9,18,35,6,27,55,27,3,2019,2,Early Morning
3018,Jet Airways,2019-03-15,Mumbai,Hyderabad,BOM → HYD,90,0,5678,17,18,20,15,15,50,15,3,2019,4,Noon
3019,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,1495,1,9663,9,10,20,8,5,25,5,9,2019,3,Early Morning
3020,GoAir,2019-05-21,Kolkata,Banglore,CCU → AMD → BLR,455,1,8855,0,22,15,16,21,40,21,5,2019,1,Noon
3021,Jet Airways,2019-09-05,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,15129,4,10,25,9,5,40,5,9,2019,3,Morning
3022,Jet Airways,2019-03-18,Banglore,Delhi,BLR → BOM → DEL,365,1,13555,23,18,0,16,18,55,18,3,2019,0,Noon
3023,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,665,1,10844,8,22,15,21,21,10,21,5,2019,1,Night
3024,Jet Airways,2019-03-21,Banglore,Delhi,BLR → BOM → DEL,580,1,7832,21,18,20,11,21,40,21,3,2019,3,Morning
3025,Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,810,2,11150,12,28,35,23,27,5,27,6,2019,3,Night
3026,Vistara,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,865,1,8452,10,10,45,20,5,20,5,9,2019,3,Evening
3027,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → HYD → COK,385,1,9646,16,18,10,9,6,45,6,9,2019,4,Morning
3028,IndiGo,2019-06-24,Banglore,Delhi,BLR → DEL,170,0,3943,13,18,0,10,24,10,24,6,2019,0,Morning
3029,GoAir,2019-12-06,Delhi,Cochin,DEL → BOM → COK,355,1,5281,12,18,55,7,6,0,6,12,2019,4,Early Morning
3030,Air India,2019-01-06,Delhi,Cochin,DEL → HYD → BOM → COK,865,2,14667,7,2,40,17,6,15,6,1,2019,6,Evening
3031,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,800,1,14571,9,25,20,20,24,0,24,5,2019,4,Evening
3032,Jet Airways,2019-01-03,Banglore,Delhi,BLR → BDQ → DEL,390,1,28097,12,18,20,5,3,50,3,1,2019,3,Early Morning
3033,Jet Airways,2019-06-03,Banglore,Delhi,BLR → BOM → DEL,1355,1,17471,19,7,10,20,3,35,3,6,2019,0,Evening
3034,Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,660,1,10577,19,18,0,8,6,0,6,12,2019,4,Early Morning
3035,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,465,1,14848,19,18,15,11,24,30,24,6,2019,0,Morning
3036,IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,170,0,4591,2,16,20,23,15,30,15,4,2019,0,Night
3037,IndiGo,2019-05-18,Chennai,Kolkata,MAA → CCU,140,0,3597,21,18,55,19,18,35,18,5,2019,5,Evening
3038,IndiGo,2019-05-27,Delhi,Cochin,DEL → HYD → COK,380,1,6938,22,18,30,16,27,10,27,5,2019,0,Noon
3039,Air Asia,2019-06-24,Kolkata,Banglore,CCU → BLR,150,0,3807,22,18,25,19,24,55,24,6,2019,0,Evening
3040,Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,600,1,10262,19,18,0,9,6,0,6,12,2019,4,Morning
3041,Air India,2019-09-05,Kolkata,Banglore,CCU → JAI → DEL → BLR,725,2,11432,20,18,25,8,5,20,5,9,2019,3,Early Morning
3042,Jet Airways,2019-03-21,Banglore,Delhi,BLR → DEL,160,0,7229,22,18,35,19,21,55,21,3,2019,3,Evening
3043,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,465,1,14848,19,18,15,11,21,30,21,5,2019,1,Morning
3044,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,1025,1,8586,23,18,35,6,15,30,15,5,2019,2,Early Morning
3045,Multiple carriers,2019-09-04,Delhi,Cochin,DEL → BOM → COK,520,1,6106,19,18,15,10,4,35,4,9,2019,2,Morning
3046,SpiceJet,2019-03-05,Kolkata,Banglore,CCU → BLR,140,0,3873,0,4,40,22,5,20,5,3,2019,1,Night
3047,Jet Airways,2019-06-15,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,15812,19,18,0,11,15,40,15,6,2019,5,Morning
3048,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,1080,1,12121,14,25,25,20,24,25,24,5,2019,4,Evening
3049,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,800,1,8586,19,18,50,6,5,30,5,12,2019,3,Early Morning
3050,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,705,1,7354,19,18,15,7,6,30,6,12,2019,4,Early Morning
3051,IndiGo,2019-06-03,Kolkata,Banglore,CCU → BLR,160,0,4778,0,7,5,21,3,25,3,6,2019,0,Night
3052,IndiGo,2019-09-06,Delhi,Cochin,DEL → BOM → COK,750,1,6838,21,18,0,8,6,30,6,9,2019,4,Early Morning
3053,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → HYD → COK,755,1,10276,22,18,20,9,3,45,3,6,2019,0,Morning
3054,Jet Airways,2019-06-18,Banglore,Delhi,BLR → DEL,180,0,8016,11,18,20,8,18,20,18,6,2019,1,Early Morning
3055,Air India,2019-03-21,Banglore,Delhi,BLR → HYD → DEL,615,1,4943,18,18,30,8,21,15,21,3,2019,3,Early Morning
3056,IndiGo,2019-06-24,Banglore,Delhi,BLR → DEL,170,0,4823,11,18,20,8,24,30,24,6,2019,0,Early Morning
3057,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,475,1,12996,16,18,20,8,4,25,4,1,2019,4,Early Morning
3058,Air India,2019-05-27,Delhi,Cochin,DEL → BOM → COK,615,1,9929,19,18,15,9,27,0,27,5,2019,0,Morning
3059,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,930,1,9508,1,4,30,10,6,0,6,3,2019,2,Morning
3060,Air India,2019-03-21,Delhi,Cochin,DEL → COK,185,0,5674,21,18,10,18,21,5,21,3,2019,3,Evening
3061,IndiGo,2019-06-18,Chennai,Kolkata,MAA → CCU,145,0,3858,14,18,0,11,18,35,18,6,2019,1,Morning
3062,IndiGo,2019-05-24,Kolkata,Banglore,CCU → BLR,155,0,4804,0,25,50,22,24,15,24,5,2019,4,Night
3063,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,690,1,13377,1,28,30,14,27,0,27,5,2019,0,Noon
3064,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,805,1,12898,4,28,25,15,27,0,27,5,2019,0,Noon
3065,Air Asia,2019-01-06,Kolkata,Banglore,CCU → BLR,155,0,4409,12,18,55,10,6,20,6,1,2019,6,Morning
3066,Air Asia,2019-01-06,Delhi,Cochin,DEL → BLR → COK,870,1,8759,22,18,25,7,6,55,6,1,2019,6,Early Morning
3067,Air India,2019-03-03,Banglore,Delhi,BLR → AMD → DEL,1405,1,10394,23,18,55,0,3,30,3,3,2019,6,late night
3068,IndiGo,2019-03-18,Chennai,Kolkata,MAA → CCU,145,0,3858,14,18,0,11,18,35,18,3,2019,0,Morning
3069,Air Asia,2019-06-15,Delhi,Cochin,DEL → BLR → COK,330,1,6253,13,18,25,7,15,55,15,6,2019,5,Early Morning
3070,Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,1045,2,15129,12,28,35,19,27,10,27,5,2019,0,Evening
3071,GoAir,2019-03-24,Kolkata,Banglore,CCU → HYD → BLR,470,1,4773,14,18,25,6,24,35,24,3,2019,6,Early Morning
3072,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1610,1,9663,9,22,20,6,21,30,21,5,2019,1,Early Morning
3073,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1005,1,12692,9,13,45,17,6,0,6,12,2019,4,Evening
3074,IndiGo,2019-06-06,Banglore,Delhi,BLR → DEL,165,0,3943,4,18,15,1,6,30,6,6,2019,3,late night
3075,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,1685,1,10703,21,13,5,17,5,0,5,12,2019,3,Evening
3076,IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,860,1,8784,21,18,0,6,27,40,27,3,2019,2,Early Morning
3077,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,585,1,11622,19,18,0,9,6,15,6,9,2019,4,Morning
3078,IndiGo,2019-05-24,Chennai,Kolkata,MAA → CCU,140,0,5277,0,25,25,22,24,5,24,5,2019,4,Night
3079,Air Asia,2019-05-21,Delhi,Cochin,DEL → BLR → COK,865,1,8327,7,22,10,16,21,45,21,5,2019,1,Noon
3080,IndiGo,2019-09-03,Delhi,Cochin,DEL → COK,195,0,6885,8,18,50,5,3,35,3,9,2019,1,Early Morning
3081,Jet Airways,2019-12-06,Banglore,Delhi,BLR → DEL,180,0,8016,20,18,45,17,6,45,6,12,2019,4,Evening
3082,IndiGo,2019-01-06,Delhi,Cochin,DEL → PNQ → COK,305,1,10112,4,2,35,23,6,30,6,1,2019,6,Night
3083,IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,485,1,14871,1,7,35,17,3,30,3,6,2019,0,Evening
3084,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,600,1,10262,19,18,0,9,6,0,6,9,2019,4,Morning
3085,Jet Airways,2019-03-24,Mumbai,Hyderabad,BOM → HYD,90,0,2470,21,18,5,19,24,35,24,3,2019,6,Evening
3086,Air India,2019-09-03,Delhi,Cochin,DEL → HYD → MAA → COK,1210,2,11622,9,10,25,13,3,15,3,9,2019,1,Noon
3087,Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,865,1,8662,10,7,45,20,5,20,5,6,2019,2,Evening
3088,Air India,2019-06-24,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,11972,19,25,15,17,24,15,24,6,2019,0,Evening
3089,Jet Airways,2019-06-06,Delhi,Cochin,DEL → LKO → BOM → COK,1140,2,11992,4,7,25,9,6,25,6,6,2019,3,Morning
3090,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1105,1,12373,4,19,25,10,18,0,18,5,2019,5,Morning
3091,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,930,1,7198,1,2,30,10,6,0,6,1,2019,6,Morning
3092,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,330,1,14714,12,18,35,7,15,5,15,6,2019,5,Early Morning
3093,IndiGo,2019-09-06,Delhi,Cochin,DEL → BOM → COK,570,1,6316,1,10,30,16,6,0,6,9,2019,4,Noon
3094,Air India,2019-03-27,Delhi,Cochin,DEL → BLR → COK,875,1,5998,8,28,15,17,27,40,27,3,2019,2,Evening
3095,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1285,1,13044,16,13,20,18,6,55,6,12,2019,4,Evening
3096,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → HYD → COK,565,1,9646,22,18,30,13,6,5,6,12,2019,4,Noon
3097,Air Asia,2019-06-27,Delhi,Cochin,DEL → BLR → COK,865,1,6451,7,28,10,16,27,45,27,6,2019,3,Noon
3098,GoAir,2019-06-24,Delhi,Cochin,DEL → BOM → COK,355,1,5281,12,18,55,7,24,0,24,6,2019,0,Early Morning
3099,Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,90,0,2228,21,18,5,19,5,35,5,1,2019,5,Evening
3100,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,165,0,3943,8,18,50,6,6,5,6,1,2019,6,Early Morning
3101,Air India,2019-06-15,Delhi,Cochin,DEL → GOI → BOM → COK,1245,2,11753,7,16,40,10,15,55,15,6,2019,5,Morning
3102,Jet Airways,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,810,2,12819,12,25,35,23,24,5,24,6,2019,0,Night
3103,Jet Airways,2019-03-21,Delhi,Cochin,DEL → MAA → BOM → COK,1735,2,8728,18,22,50,13,21,55,21,3,2019,3,Noon
3104,SpiceJet,2019-09-05,Delhi,Cochin,DEL → PNQ → COK,270,1,4812,13,18,15,8,5,45,5,9,2019,3,Early Morning
3105,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,1745,1,14151,22,2,5,17,5,0,5,1,2019,5,Evening
3106,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,765,1,8452,9,2,5,20,5,20,5,1,2019,5,Evening
3107,IndiGo,2019-03-24,Kolkata,Banglore,CCU → HYD → BLR,305,1,6762,20,18,15,15,24,10,24,3,2019,6,Noon
3108,Jet Airways,2019-12-03,Banglore,Delhi,BLR → BOM → DEL,1100,1,13817,13,13,15,18,3,55,3,12,2019,1,Evening
3109,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1355,1,12898,12,22,35,14,21,0,21,5,2019,1,Noon
3110,IndiGo,2019-06-04,Kolkata,Banglore,CCU → HYD → BLR,265,1,3480,23,18,45,19,4,20,4,6,2019,1,Evening
3111,Jet Airways,2019-01-03,Banglore,Delhi,BLR → BOM → DEL,580,1,27992,21,18,20,11,3,40,3,1,2019,3,Morning
3112,Jet Airways,2019-03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,600,2,7791,4,22,25,18,21,25,21,3,2019,3,Evening
3113,Air India,2019-03-21,Delhi,Cochin,DEL → BLR → COK,1010,1,5704,23,18,0,6,21,10,21,3,2019,3,Early Morning
3114,IndiGo,2019-05-21,Kolkata,Banglore,CCU → MAA → BLR,340,1,5268,22,18,15,16,21,35,21,5,2019,1,Noon
3115,GoAir,2019-06-06,Banglore,Delhi,BLR → DEL,170,0,3898,14,18,30,11,6,40,6,6,2019,3,Morning
3116,SpiceJet,2019-03-15,Kolkata,Banglore,CCU → BLR,150,0,3847,11,18,30,9,15,0,15,3,2019,4,Morning
3117,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,690,1,10877,19,18,0,7,6,30,6,12,2019,4,Early Morning
3118,Multiple carriers,2019-09-04,Delhi,Cochin,DEL → BOM → COK,630,1,8371,19,18,15,8,4,45,4,9,2019,2,Early Morning
3119,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,920,1,7038,22,18,30,7,6,10,6,6,2019,3,Early Morning
3120,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,590,1,14571,16,18,20,6,6,30,6,9,2019,4,Early Morning
3121,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,800,1,11841,9,10,20,20,6,0,6,9,2019,4,Evening
3122,Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,1390,2,15129,12,19,35,13,18,25,18,5,2019,5,Noon
3123,SpiceJet,2019-06-15,Kolkata,Banglore,CCU → BLR,140,0,3841,0,16,40,22,15,20,15,6,2019,5,Night
3124,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1505,1,10262,12,25,35,11,24,30,24,6,2019,0,Morning
3125,Air India,2019-06-04,Kolkata,Banglore,CCU → BLR,155,0,4460,23,18,20,20,4,45,4,6,2019,1,Evening
3126,IndiGo,2019-03-03,Banglore,Delhi,BLR → DEL,175,0,7648,21,18,20,18,3,25,3,3,2019,6,Evening
3127,Vistara,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,790,1,8610,20,18,20,7,6,10,6,6,2019,3,Early Morning
3128,IndiGo,2019-06-18,Chennai,Kolkata,MAA → CCU,140,0,3597,15,18,35,13,18,15,18,6,2019,1,Noon
3129,IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,515,1,6442,16,18,10,7,24,35,24,6,2019,0,Early Morning
3130,IndiGo,2019-09-03,Delhi,Cochin,DEL → BOM → COK,860,1,12351,21,18,0,6,3,40,3,9,2019,1,Early Morning
3131,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,480,1,14067,1,22,30,17,21,30,21,5,2019,1,Evening
3132,IndiGo,2019-05-15,Banglore,Delhi,BLR → DEL,170,0,4823,22,18,50,20,15,0,15,5,2019,2,Evening
3133,Vistara,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,1750,1,12102,22,25,10,17,24,0,24,3,2019,6,Evening
3134,Jet Airways,2019-05-24,Mumbai,Hyderabad,BOM → HYD,85,0,8040,8,18,30,7,24,5,24,5,2019,4,Early Morning
3135,IndiGo,2019-03-03,Banglore,Delhi,BLR → DEL,175,0,7648,13,18,0,10,3,5,3,3,2019,6,Morning
3136,IndiGo,2019-09-05,Delhi,Cochin,DEL → MAA → COK,325,1,6582,7,18,25,2,5,0,5,9,2019,3,late night
3137,Vistara,2019-12-06,Banglore,Delhi,BLR → DEL,170,0,4668,14,18,20,11,6,30,6,12,2019,4,Morning
3138,IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,170,0,4823,22,18,50,20,4,0,4,1,2019,4,Evening
3139,SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,140,0,3873,0,2,40,22,5,20,5,1,2019,5,Night
3140,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,535,1,8476,19,18,15,10,18,20,18,5,2019,5,Morning
3141,IndiGo,2019-05-27,Delhi,Cochin,DEL → MAA → COK,315,1,5636,12,18,30,7,27,15,27,5,2019,0,Early Morning
3142,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,685,1,8586,19,18,50,8,5,25,5,12,2019,3,Early Morning
3143,IndiGo,2019-06-06,Banglore,Delhi,BLR → DEL,175,0,4823,21,18,20,18,6,25,6,6,2019,3,Evening
