,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Price,Arrival_Hour,Arrival_Day,Arrival_Min,Dep_Hour,Dep_Day,Dep_Min,Journey_Day,Journey_Month,Journey_Year
1266,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,660,1,12192,19,17,0,8,17,0,6,12,2019
1267,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,760,1,6795,1,13,30,12,17,50,6,12,2019
1268,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1480,1,11455,7,16,40,7,17,0,18,3,2019
1269,IndiGo,2019-01-06,Chennai,Kolkata,MAA → CCU,165,0,3540,18,17,25,15,17,40,6,1,2019
1270,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,615,1,15898,19,17,15,9,17,0,27,5,2019
1271,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,660,1,9718,21,17,0,10,17,0,6,3,2019
1272,GoAir,2019-05-15,Kolkata,Banglore,CCU → AMD → BLR,455,1,7831,0,16,15,16,17,40,15,5,2019
1273,IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,750,1,6416,21,17,0,8,17,30,6,3,2019
1274,Vistara,2019-03-27,Chennai,Kolkata,MAA → CCU,135,0,3739,9,17,20,7,17,5,27,3,2019
1275,Vistara,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,975,1,8085,23,17,25,7,17,10,5,6,2019
1276,IndiGo,2019-03-05,Banglore,Delhi,BLR → DEL,180,0,4823,19,17,55,16,17,55,5,3,2019
1277,Jet Airways,2019-09-06,Delhi,Cochin,DEL → NAG → BOM → COK,1320,2,13376,12,10,35,14,17,35,6,9,2019
1278,Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,865,1,8452,10,16,45,20,17,20,15,5,2019
1279,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1595,1,10844,22,7,35,20,17,0,6,6,2019
1280,Vistara,2019-03-27,Delhi,Cochin,DEL → COK,190,0,4851,9,17,10,6,17,0,27,3,2019
1281,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,390,1,6795,1,16,30,19,17,0,15,6,2019
1282,IndiGo,2019-05-18,Banglore,Delhi,BLR → DEL,170,0,4823,11,17,20,8,17,30,18,5,2019
1283,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,450,1,10577,4,10,25,20,17,55,6,9,2019
1284,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1375,1,12032,19,28,45,20,17,50,27,3,2019
1285,Air Asia,2019-01-06,Delhi,Cochin,DEL → BLR → COK,330,1,9330,13,17,25,7,17,55,6,1,2019
1286,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,355,1,8977,22,17,55,17,17,0,4,1,2019
1287,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,490,1,7005,21,17,0,12,17,50,6,1,2019
1288,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,400,1,10844,20,17,45,14,17,5,18,5,2019
1289,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,525,1,12192,12,17,35,3,17,50,24,6,2019
1290,Air India,2019-03-24,Banglore,New Delhi,BLR → DEL,165,0,4441,12,17,45,10,17,0,24,3,2019
1291,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,520,1,7575,19,17,15,10,17,35,5,9,2019
1292,IndiGo,2019-06-21,Kolkata,Banglore,CCU → BLR,155,0,4804,7,17,15,4,17,40,21,6,2019
1293,SpiceJet,2019-06-06,Chennai,Kolkata,MAA → CCU,135,0,3597,12,17,0,9,17,45,6,6,2019
1294,Air India,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1615,1,10413,20,7,25,17,17,30,6,6,2019
1295,Jet Airways,2019-09-06,Banglore,Delhi,BLR → DEL,165,0,8016,8,17,45,6,17,0,6,9,2019
1296,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,960,1,10844,12,10,0,20,17,0,6,9,2019
1297,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,1010,1,9663,9,13,20,16,17,30,5,12,2019
1298,IndiGo,2019-05-18,Delhi,Cochin,DEL → BOM → COK,305,1,6069,1,19,30,20,17,25,18,5,2019
1299,IndiGo,2019-05-27,Delhi,Cochin,DEL → HYD → COK,635,1,6442,22,17,30,11,17,55,27,5,2019
1300,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,720,1,13587,21,17,0,9,17,0,6,1,2019
1301,Air India,2019-09-05,Mumbai,Hyderabad,BOM → HYD,75,0,3100,20,17,45,19,17,30,5,9,2019
1302,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,705,1,14781,18,17,15,6,17,30,21,5,2019
1303,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1270,1,12898,19,22,0,21,17,50,21,5,2019
1304,IndiGo,2019-06-18,Kolkata,Banglore,CCU → BLR,150,0,4804,16,17,55,14,17,25,18,6,2019
1305,SpiceJet,2019-04-15,Kolkata,Banglore,CCU → BLR,145,0,4174,11,17,25,9,17,0,15,4,2019
1306,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,170,0,4591,2,25,20,23,17,30,24,5,2019
1307,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,1640,1,9663,19,7,50,16,17,30,5,6,2019
1308,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,630,1,8266,19,17,15,8,17,45,15,5,2019
1309,IndiGo,2019-06-05,Banglore,Delhi,BLR → DEL,175,0,4823,10,17,5,7,17,10,5,6,2019
1310,Air India,2019-05-21,Delhi,Cochin,DEL → COK,185,0,6094,21,17,10,18,17,5,21,5,2019
1311,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,450,1,14178,4,25,40,21,17,10,24,5,2019
1312,Jet Airways,2019-09-06,Delhi,Cochin,DEL → NAG → BOM → COK,1790,2,13376,12,10,35,6,17,45,6,9,2019
1313,Air India,2019-03-24,Mumbai,Hyderabad,BOM → HYD,80,0,2575,22,17,25,21,17,5,24,3,2019
1314,Vistara,2019-06-03,Mumbai,Hyderabad,BOM → DEL → HYD,745,1,12395,19,17,55,7,17,30,3,6,2019
1315,IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,710,1,10351,21,17,0,9,17,10,27,3,2019
1316,Air Asia,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,955,1,5192,23,17,30,7,17,35,21,5,2019
1317,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,490,1,7670,21,17,0,12,17,50,15,5,2019
1318,Air India,2019-03-18,Banglore,New Delhi,BLR → CCU → GAU → DEL,2105,2,11161,22,16,10,11,17,5,18,3,2019
1319,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,1295,1,14151,18,25,0,20,17,25,24,5,2019
1320,IndiGo,2019-06-05,Kolkata,Banglore,CCU → HYD → BLR,290,1,4775,20,17,5,15,17,15,5,6,2019
1321,Air India,2019-06-03,Delhi,Cochin,DEL → HYD → MAA → COK,1220,2,12865,9,7,25,13,17,5,3,6,2019
1322,Air India,2019-06-03,Mumbai,Hyderabad,BOM → HYD,75,0,5462,20,17,45,19,17,30,3,6,2019
1323,SpiceJet,2019-09-03,Delhi,Cochin,DEL → MAA → COK,310,1,8382,11,17,20,6,17,10,3,9,2019
1324,Jet Airways,2019-04-24,Banglore,Delhi,BLR → DEL,180,0,4544,20,17,45,17,17,45,24,4,2019
1325,Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,175,0,4544,18,17,10,15,17,15,4,1,2019
1326,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,425,1,14781,23,17,35,16,17,30,18,5,2019
1327,SpiceJet,2019-05-27,Delhi,Cochin,DEL → PNQ → COK,270,1,5158,13,17,15,8,17,45,27,5,2019
1328,Jet Airways,2019-03-21,Mumbai,Hyderabad,BOM → HYD,90,0,5678,17,17,20,15,17,50,21,3,2019
1329,Jet Airways,2019-09-06,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,18804,19,17,0,11,17,40,6,9,2019
1330,IndiGo,2019-03-06,Mumbai,Hyderabad,BOM → HYD,90,0,4049,10,17,40,9,17,10,6,3,2019
1331,IndiGo,2019-03-24,Kolkata,Banglore,CCU → BLR,165,0,6565,12,17,55,10,17,10,24,3,2019
1332,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1100,1,12373,12,19,35,18,17,15,18,5,2019
1333,Air India,2019-03-18,Banglore,New Delhi,BLR → DEL,165,0,4441,19,17,45,17,17,0,18,3,2019
1334,SpiceJet,2019-05-18,Chennai,Kolkata,MAA → CCU,140,0,3597,20,17,5,17,17,45,18,5,2019
1335,Jet Airways,2019-06-18,Mumbai,Hyderabad,BOM → HYD,90,0,5678,21,17,5,19,17,35,18,6,2019
1336,Air India,2019-09-03,Delhi,Cochin,DEL → HYD → MAA → COK,1420,2,10660,9,10,25,9,17,45,3,9,2019
1337,Jet Airways,2019-04-21,Banglore,Delhi,BLR → DEL,165,0,4544,8,17,45,6,17,0,21,4,2019
1338,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,170,0,4823,11,17,20,8,17,30,24,5,2019
1339,Air India,2019-09-05,Kolkata,Banglore,CCU → VNS → DEL → BLR,525,2,14214,23,17,15,14,17,30,5,9,2019
1340,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,475,1,14781,16,17,20,8,17,25,5,1,2019
1341,Multiple carriers,2019-01-03,Delhi,Cochin,DEL → BOM → COK,395,1,23533,1,2,35,19,17,0,3,1,2019
1342,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1415,1,14053,18,10,50,19,17,15,3,9,2019
1343,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1270,1,10262,19,28,0,21,17,50,27,6,2019
1344,IndiGo,2019-06-21,Banglore,Delhi,BLR → DEL,170,0,4823,22,17,50,20,17,0,21,6,2019
1345,Air India,2019-05-18,Delhi,Cochin,DEL → BLR → COK,875,1,8361,8,19,15,17,17,40,18,5,2019
1346,Air India,2019-09-06,Delhi,Cochin,DEL → NAG → BOM → COK,2240,2,10493,19,10,15,5,17,55,6,9,2019
1347,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,375,1,17057,13,17,20,7,17,5,3,3,2019
1348,Air India,2019-05-18,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,12392,19,19,15,17,17,15,18,5,2019
1349,IndiGo,2019-12-06,Delhi,Cochin,DEL → BOM → COK,845,1,5883,1,13,30,11,17,25,6,12,2019
1350,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,450,1,12898,19,17,0,11,17,30,21,5,2019
1351,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1005,1,16079,19,17,0,2,17,15,21,5,2019
1352,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,460,1,10678,12,17,35,4,17,55,6,12,2019
1353,Air India,2019-01-03,Banglore,New Delhi,BLR → BOM → IDR → DEL,1705,2,20999,11,2,10,6,17,45,3,1,2019
1354,IndiGo,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,300,1,6575,0,19,35,19,17,35,21,3,2019
1355,Jet Airways,2019-05-21,Delhi,Cochin,DEL → JAI → BOM → COK,535,2,15129,4,22,25,19,17,30,21,5,2019
1356,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1400,1,10844,18,7,15,18,17,55,6,6,2019
1357,Air India,2019-03-03,Banglore,New Delhi,BLR → BBI → DEL,855,1,11654,23,17,45,9,17,30,3,3,2019
1358,IndiGo,2019-01-04,Kolkata,Banglore,CCU → MAA → BLR,290,1,5069,13,17,0,8,17,10,4,1,2019
1359,Air India,2019-01-04,Banglore,Delhi,BLR → DEL,165,0,5176,8,17,55,6,17,10,4,1,2019
1360,Jet Airways,2019-09-06,Delhi,Cochin,DEL → IDR → BOM → COK,1375,2,13292,4,10,25,5,17,30,6,9,2019
1361,IndiGo,2019-06-06,Delhi,Cochin,DEL → BLR → COK,345,1,6386,7,17,45,2,17,0,6,6,2019
1362,Jet Airways,2019-05-21,Delhi,Cochin,DEL → AMD → BOM → COK,1775,2,15129,19,22,0,13,17,25,21,5,2019
1363,Air India,2019-06-03,Kolkata,Banglore,CCU → BLR,155,0,4435,23,17,20,20,17,45,3,6,2019
1364,IndiGo,2019-05-18,Banglore,Delhi,BLR → DEL,170,0,4591,2,19,20,23,17,30,18,5,2019
1365,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,1035,1,7832,23,17,0,5,17,45,21,3,2019
1366,IndiGo,2019-12-04,Kolkata,Banglore,CCU → BLR,155,0,4174,7,17,15,4,17,40,4,12,2019
1367,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,510,1,6148,15,17,30,7,17,0,27,3,2019
1368,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,600,1,9149,19,17,15,9,17,15,27,5,2019
1369,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → MAA → COK,495,2,6128,21,17,20,13,17,5,27,3,2019
1370,IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → COK,370,1,6412,22,17,20,16,17,10,27,3,2019
1371,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,780,1,8073,21,17,0,8,17,0,18,5,2019
1372,Jet Airways,2019-06-24,Delhi,Cochin,DEL → COK,195,0,4256,14,17,15,11,17,0,24,6,2019
1373,Air India,2019-12-05,Kolkata,Banglore,CCU → DEL → AMD → BLR,1165,2,14634,5,13,25,10,17,0,5,12,2019
1374,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,480,1,14067,21,17,0,13,17,0,21,5,2019
1375,IndiGo,2019-06-05,Kolkata,Banglore,CCU → BLR,155,0,4804,18,17,5,15,17,30,5,6,2019
1376,SpiceJet,2019-04-21,Kolkata,Banglore,CCU → BLR,150,0,4911,19,17,40,17,17,10,21,4,2019
1377,IndiGo,2019-09-06,Delhi,Cochin,DEL → HYD → COK,380,1,6412,22,17,30,16,17,10,6,9,2019
1378,SpiceJet,2019-06-15,Chennai,Kolkata,MAA → CCU,135,0,3543,10,17,35,8,17,20,15,6,2019
1379,IndiGo,2019-06-06,Chennai,Kolkata,MAA → CCU,145,0,3858,14,17,0,11,17,35,6,6,2019
1380,Air India,2019-05-15,Kolkata,Banglore,CCU → BBI → BOM → BLR,1195,2,9941,7,16,55,12,17,0,15,5,2019
1381,Jet Airways,2019-09-04,Banglore,Delhi,BLR → DEL,180,0,7229,11,17,20,8,17,20,4,9,2019
1382,GoAir,2019-03-03,Banglore,New Delhi,BLR → GOI → DEL,270,1,8352,20,17,15,15,17,45,3,3,2019
1383,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,750,1,14151,22,17,5,9,17,35,5,12,2019
1384,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,465,1,6795,1,7,30,17,17,45,6,6,2019
1385,IndiGo,2019-03-05,Kolkata,Banglore,CCU → BLR,155,0,4804,22,17,55,20,17,20,5,3,2019
1386,Air India,2019-06-06,Delhi,Cochin,DEL → TRV → COK,1535,1,6587,6,7,50,5,17,15,6,6,2019
1387,GoAir,2019-03-04,Delhi,Cochin,DEL → AMD → COK,370,1,4106,13,17,35,7,17,25,4,3,2019
1388,Air India,2019-04-18,Kolkata,Banglore,CCU → BLR,150,0,5510,16,17,45,14,17,15,18,4,2019
1389,Jet Airways,2019-09-05,Delhi,Cochin,DEL → JAI → BOM → COK,560,2,15129,19,17,0,9,17,40,5,9,2019
1390,Jet Airways,2019-09-05,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,13029,4,10,25,9,17,40,5,9,2019
1391,IndiGo,2019-06-15,Delhi,Cochin,DEL → MAA → COK,315,1,6582,12,17,30,7,17,15,15,6,2019
1392,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,465,1,5797,1,28,30,17,17,45,27,6,2019
1393,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,870,1,12692,10,13,55,20,17,25,6,12,2019
1394,SpiceJet,2019-03-27,Chennai,Kolkata,MAA → CCU,135,0,3332,10,17,35,8,17,20,27,3,2019
1395,Air India,2019-09-06,Kolkata,Banglore,CCU → BBI → BOM → BLR,1195,2,10151,7,10,55,12,17,0,6,9,2019
1396,IndiGo,2019-06-04,Delhi,Cochin,DEL → MAA → COK,325,1,5046,7,17,25,2,17,0,4,6,2019
1397,Air India,2019-06-15,Delhi,Cochin,DEL → BLR → COK,1010,1,8907,23,17,0,6,17,10,15,6,2019
1398,Air India,2019-06-05,Banglore,Delhi,BLR → DEL,170,0,5228,23,17,55,21,17,5,5,6,2019
1399,IndiGo,2019-03-03,Delhi,Cochin,DEL → LKO → COK,275,1,13753,10,17,10,5,17,35,3,3,2019
1400,Jet Airways,2019-09-03,Banglore,New Delhi,BLR → BOM → DEL,745,1,11087,21,17,20,8,17,55,3,9,2019
1401,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,570,1,14781,23,17,35,14,17,5,18,5,2019
1402,IndiGo,2019-06-05,Kolkata,Banglore,CCU → BLR,155,0,5224,14,17,5,11,17,30,5,6,2019
1403,Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,175,0,3702,18,17,10,15,17,15,5,6,2019
1404,IndiGo,2019-03-18,Mumbai,Hyderabad,BOM → HYD,85,0,2754,20,17,30,19,17,5,18,3,2019
1405,Air Asia,2019-05-24,Banglore,Delhi,BLR → DEL,165,0,3383,13,17,55,11,17,10,24,5,2019
1406,Air India,2019-04-15,Banglore,Delhi,BLR → DEL,170,0,5228,16,17,10,13,17,20,15,4,2019
1407,IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,305,1,5054,1,28,30,20,17,25,27,5,2019
1408,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,615,1,13555,19,17,10,8,17,55,18,3,2019
1409,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,510,1,7408,1,2,30,17,17,0,6,1,2019
1410,IndiGo,2019-05-24,Kolkata,Banglore,CCU → BLR,150,0,5224,16,17,55,14,17,25,24,5,2019
1411,IndiGo,2019-01-03,Banglore,New Delhi,BLR → HYD → DEL,295,1,9694,17,17,5,12,17,10,3,1,2019
1412,IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,505,1,7318,1,22,35,17,17,10,21,3,2019
1413,IndiGo,2019-05-21,Delhi,Cochin,DEL → HYD → COK,275,1,5054,12,17,10,7,17,35,21,5,2019
1414,Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,185,0,4030,22,17,0,18,17,55,5,1,2019
1415,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,625,1,16736,18,17,25,8,17,0,3,6,2019
1416,Air India,2019-03-18,Mumbai,Hyderabad,BOM → HYD,75,0,2050,20,17,45,19,17,30,18,3,2019
1417,Air India,2019-12-03,Mumbai,Hyderabad,BOM → AMD → ISK → HYD,795,2,9977,14,17,50,1,17,35,3,12,2019
1418,Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,10368,4,7,25,5,17,30,6,6,2019
1419,IndiGo,2019-09-03,Delhi,Cochin,DEL → AMD → COK,355,1,6755,13,17,40,7,17,45,3,9,2019
1420,Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,175,0,3502,18,17,10,15,17,15,15,5,2019
1421,Air India,2019-06-24,Banglore,Delhi,BLR → DEL,165,0,6961,12,17,45,10,17,0,24,6,2019
1422,Jet Airways,2019-09-04,Banglore,Delhi,BLR → DEL,175,0,4544,18,17,45,15,17,50,4,9,2019
1423,SpiceJet,2019-05-18,Kolkata,Banglore,CCU → BLR,150,0,3841,17,17,25,14,17,55,18,5,2019
1424,Jet Airways,2019-06-03,Mumbai,Hyderabad,BOM → DED → DEL → HYD,1590,2,24115,16,7,50,14,17,20,3,6,2019
1425,Vistara,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,1555,1,9502,9,25,5,7,17,10,24,5,2019
1426,Air India,2019-01-04,Mumbai,Hyderabad,BOM → HYD,80,0,3100,7,17,40,6,17,20,4,1,2019
1427,SpiceJet,2019-04-15,Banglore,Delhi,BLR → DEL,160,0,4319,8,17,35,5,17,55,15,4,2019
1428,IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,95,0,2227,21,17,40,20,17,5,5,1,2019
1429,SpiceJet,2019-03-24,Kolkata,Banglore,CCU → BLR,140,0,5831,0,25,40,22,17,20,24,3,2019
1430,IndiGo,2019-09-06,Kolkata,Banglore,CCU → BLR,160,0,4804,0,10,5,21,17,25,6,9,2019
1431,IndiGo,2019-06-06,Delhi,Cochin,DEL → HYD → COK,275,1,5458,12,17,10,7,17,35,6,6,2019
1432,Jet Airways,2019-09-06,Banglore,Delhi,BLR → DEL,185,0,7229,22,17,0,18,17,55,6,9,2019
1433,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,910,1,14571,10,7,5,18,17,55,6,6,2019
1434,SpiceJet,2019-09-06,Banglore,Delhi,BLR → DEL,175,0,3919,0,10,5,21,17,10,6,9,2019
1435,Multiple carriers,2019-09-03,Delhi,Cochin,DEL → HYD → COK,545,1,6916,16,17,10,7,17,5,3,9,2019
1436,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,925,1,6960,4,28,25,13,17,0,27,3,2019
1437,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → MAA → DEL,280,1,16757,14,17,25,9,17,45,3,6,2019
1438,IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,575,1,14871,1,7,35,16,17,0,3,6,2019
1439,IndiGo,2019-12-06,Delhi,Cochin,DEL → HYD → COK,275,1,5054,12,17,10,7,17,35,6,12,2019
1440,Air India,2019-03-06,Delhi,Cochin,DEL → LKO → BOM → COK,1855,2,12488,19,4,15,12,17,20,6,3,2019
1441,IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,175,0,4823,21,17,20,18,17,25,15,4,2019
1442,Air India,2019-09-03,Delhi,Cochin,DEL → BHO → BOM → COK,2240,2,14483,19,10,15,5,17,55,3,9,2019
1443,Air India,2019-06-24,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,11989,19,25,15,17,17,15,24,6,2019
1444,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1210,1,16079,19,22,0,22,17,50,21,5,2019
1445,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,1520,1,13067,10,7,55,9,17,35,5,6,2019
1446,IndiGo,2019-12-06,Delhi,Cochin,DEL → HYD → COK,665,1,6818,16,17,10,5,17,5,6,12,2019
1447,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,1430,1,13941,8,13,15,8,17,25,5,12,2019
1448,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,600,1,12927,19,17,0,9,17,0,24,6,2019
1449,IndiGo,2019-05-15,Kolkata,Banglore,CCU → BLR,155,0,4804,0,16,50,22,17,15,15,5,2019
1450,Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,1235,1,5406,12,2,35,16,17,0,4,1,2019
1451,IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,890,1,7318,1,22,35,10,17,45,21,3,2019
1452,IndiGo,2019-03-21,Chennai,Kolkata,MAA → CCU,140,0,3384,10,17,15,7,17,55,21,3,2019
1453,Air Asia,2019-03-06,Delhi,Cochin,DEL → BLR → COK,590,1,11410,6,4,35,20,17,45,6,3,2019
1454,Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,450,1,9134,13,17,15,5,17,45,15,3,2019
1455,Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,435,1,7832,21,17,20,14,17,5,21,3,2019
1456,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,1365,1,14815,7,7,40,8,17,55,3,6,2019
1457,IndiGo,2019-03-06,Banglore,Delhi,BLR → DEL,170,0,4591,2,4,20,23,17,30,6,3,2019
1458,Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1210,1,12373,19,10,0,22,17,50,5,9,2019
1459,Air Asia,2019-09-03,Banglore,New Delhi,BLR → DEL,170,0,4284,8,17,40,5,17,50,3,9,2019
1460,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,1375,1,13941,4,19,40,5,17,45,18,5,2019
1461,Jet Airways,2019-09-03,Delhi,Cochin,DEL → BOM → COK,1525,1,16289,18,10,50,17,17,25,3,9,2019
1462,IndiGo,2019-06-24,Delhi,Cochin,DEL → PNQ → COK,305,1,9165,4,25,35,23,17,30,24,6,2019
1463,Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,165,0,8016,8,17,45,6,17,0,21,6,2019
1464,Air Asia,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,720,1,5192,10,2,40,22,17,40,4,1,2019
1465,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,665,1,14939,8,10,15,21,17,10,6,9,2019
1466,Jet Airways,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,1310,1,25735,9,2,30,11,17,40,3,1,2019
1467,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,540,1,14502,19,17,0,10,17,0,6,3,2019
1468,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,810,1,13817,12,13,25,22,17,55,3,12,2019
1469,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,505,1,14151,18,17,0,9,17,35,24,5,2019
1470,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,510,1,15077,19,17,15,10,17,45,3,6,2019
1471,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,600,1,12192,19,17,0,9,17,0,6,12,2019
1472,SpiceJet,2019-05-21,Mumbai,Hyderabad,BOM → HYD,90,0,1965,14,17,45,13,17,15,21,5,2019
1473,IndiGo,2019-05-18,Chennai,Kolkata,MAA → CCU,140,0,3850,10,17,15,7,17,55,18,5,2019
1474,IndiGo,2019-01-06,Mumbai,Hyderabad,BOM → HYD,90,0,3175,18,17,25,16,17,55,6,1,2019
1475,Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,185,0,7229,22,17,0,18,17,55,21,5,2019
1476,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1425,1,16079,19,28,0,19,17,15,27,5,2019
1477,IndiGo,2019-03-27,Mumbai,Hyderabad,BOM → HYD,90,0,4392,10,17,40,9,17,10,27,3,2019
1478,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,365,1,54826,0,16,45,18,17,40,18,3,2019
1479,Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,560,2,10368,19,17,0,9,17,40,15,6,2019
1480,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1210,1,12898,19,28,0,22,17,50,27,5,2019
1481,Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,1185,2,14960,12,2,30,16,17,45,5,1,2019
1482,IndiGo,2019-05-27,Delhi,Cochin,DEL → HYD → COK,835,1,6442,22,17,30,8,17,35,27,5,2019
